id,faction,name,type,P,Pp,S,K,actEv,T,budget,target,net,verdict,formulaNote
wood_guardian_v3,古木圣地,守护者·精英,MINION,4,0,6,0,4,0,8.11,10.11,-0.11,正常,对账口径(生成器预算)
wood_oak,古木圣地,橡木,MINION,4,1,5,0,2,0,6.61,6.61,0.39,正常,对账口径(生成器预算)
wood_blessing,古木圣地,祝福,SPELL,4,2,0,0,4.5,2,5.11,2.61,1.89,超模,SPELL无身材-公式不适用
wood_oak_v2,古木圣地,橡木·老兵,MINION,4,3,2,0,4,0,3.61,4.61,1.39,正常,对账口径(生成器预算)
wood_vine_v3,古木圣地,藤蔓陷阱·精英,AMBUSH,4,0,0,0,0,4,8.11,5.61,-5.61,亏模,AMBUSH无身材-公式不适用
wood_blessing_v2,古木圣地,祝福·老兵,SPELL,4,1,0,0,8,2,6.61,5.11,2.89,超模,SPELL无身材-公式不适用
wood_blessing_v3,古木圣地,祝福·精英,SPELL,5,2,0,0,4,2,6.8,6.3,-2.3,亏模,SPELL无身材-公式不适用
wood_judgment_v2,古木圣地,森林审判·老兵,PUNISH,5,0,0,0,0,4,9.8,6.3,-6.3,亏模,PUNISH不从主动出-公式不适用
wood_oak_v3,古木圣地,橡木·精英,MINION,5,0,10,0,2,0,9.8,11.8,0.2,正常,对账口径(生成器预算)
wood_willow,古木圣地,柳树,MINION,5,1,6,0,2,0,8.3,8.3,-0.3,正常,对账口径(生成器预算)
wood_willow_v2,古木圣地,柳树·老兵,MINION,5,2,6,0,2,0,6.8,7.8,0.2,正常,对账口径(生成器预算)
wood_willow_v3,古木圣地,柳树·精英,MINION,5,3,3,0,4,0,5.3,7.3,-0.3,正常,对账口径(生成器预算)
wood_judgment_v3,古木圣地,森林审判·精英,PUNISH,5,0,0,0,0,4,9.8,7.3,-7.3,亏模,PUNISH不从主动出-公式不适用
wood_bramble,古木圣地,荆棘灌木,MINION,0,0,2,0,2,2,4.55,2.05,1.95,超模,对账口径(生成器预算)
wood_bramble_v2,古木圣地,荆棘灌木·老兵,MINION,3,0,2,0,4,2,6.74,5.24,0.76,正常,对账口径(生成器预算)
wood_bramble_v3,古木圣地,荆棘灌木·精英,MINION,4,2,2,0,4,2,5.11,4.61,1.39,正常,对账口径(生成器预算)
wood_creeper,古木圣地,蔓生者,MINION,1,0,2,0,2,4,4.96,0.46,3.54,超模,对账口径(生成器预算)
wood_creeper_v2,古木圣地,蔓生者·老兵,MINION,2,0,2,0,4,4,5.69,2.19,3.81,超模,对账口径(生成器预算)
wood_creeper_v3,古木圣地,蔓生者·精英,MINION,5,1,4,0,2,4,8.3,5.8,0.2,正常,对账口径(生成器预算)
wood_mushroom,古木圣地,蘑菇,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
wood_mushroom_v2,古木圣地,蘑菇·老兵,MINION,3,2,3,0,2,0,3.74,4.74,0.26,正常,对账口径(生成器预算)
wood_mushroom_v3,古木圣地,蘑菇·精英,MINION,4,0,6,0,4,0,8.11,10.11,-0.11,正常,对账口径(生成器预算)
wood_faerie,古木圣地,小仙子,MINION,1,1,2,0,2,0,3.46,3.46,0.54,正常,对账口径(生成器预算)
wood_faerie_v2,古木圣地,小仙子·老兵,MINION,2,2,2,0,4,0,2.69,3.69,2.31,超模,对账口径(生成器预算)
wood_faerie_v3,古木圣地,小仙子·精英,MINION,5,3,3,0,4,0,5.3,7.3,-0.3,正常,对账口径(生成器预算)
wood_stag,古木圣地,雄鹿,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
wood_stag_v2,古木圣地,雄鹿·老兵,MINION,3,2,2,0,4,0,3.74,4.74,1.26,正常,对账口径(生成器预算)
wood_stag_v3,古木圣地,雄鹿·精英,MINION,4,2,5,0,2,0,5.11,7.11,-0.11,正常,对账口径(生成器预算)
wood_bear,古木圣地,熊,MINION,1,0,2,0,2,2,4.96,2.46,1.54,超模,对账口径(生成器预算)
wood_bear_v2,古木圣地,熊·老兵,MINION,2,0,2,0,2,2,5.69,4.19,-0.19,正常,对账口径(生成器预算)
wood_bear_v3,古木圣地,熊·精英,MINION,5,1,4,0,4,2,8.3,7.8,0.2,正常,对账口径(生成器预算)
wood_wolf,古木圣地,狼,MINION,0,0,2,0,2,4,4.55,0.05,3.95,超模,对账口径(生成器预算)
wood_wolf_v2,古木圣地,狼·老兵,MINION,3,0,2,0,4,4,6.74,3.24,2.76,超模,对账口径(生成器预算)
wood_wolf_v3,古木圣地,狼·精英,MINION,4,0,2,0,4,4,8.11,5.61,0.39,正常,对账口径(生成器预算)
wood_owl,古木圣地,猫头鹰,MINION,1,1,2,0,2,0,3.46,3.46,0.54,正常,对账口径(生成器预算)
wood_owl_v2,古木圣地,猫头鹰·老兵,MINION,2,2,2,0,4,0,2.69,3.69,2.31,超模,对账口径(生成器预算)
wood_owl_v3,古木圣地,猫头鹰·精英,MINION,5,3,5,0,2,0,5.3,7.3,-0.3,正常,对账口径(生成器预算)
wood_moth,古木圣地,飞蛾,MINION,0,0,3,0,2,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
wood_moth_v2,古木圣地,飞蛾·老兵,MINION,3,2,3,0,2,0,3.74,4.74,0.26,正常,对账口径(生成器预算)
wood_moth_v3,古木圣地,飞蛾·精英,MINION,4,2,3,0,4,0,5.11,7.11,-0.11,正常,对账口径(生成器预算)
wood_ent,古木圣地,古树守卫,MINION,1,1,2,0,2,0,3.46,3.46,0.54,正常,对账口径(生成器预算)
wood_ent_v2,古木圣地,古树守卫·老兵,MINION,2,2,2,0,4,0,2.69,3.69,2.31,超模,对账口径(生成器预算)
wood_ent_v3,古木圣地,古树守卫·精英,MINION,5,1,6,0,4,0,8.3,10.3,-0.3,正常,对账口径(生成器预算)
wood_storm,古木圣地,风暴,SPELL,0,0,0,0,4.5,4,4.55,0.05,4.45,超模,SPELL无身材-公式不适用
wood_storm_v2,古木圣地,风暴·老兵,SPELL,3,0,0,0,6,4,6.74,3.24,2.76,超模,SPELL无身材-公式不适用
wood_storm_v3,古木圣地,风暴·精英,SPELL,4,0,0,0,10,4,8.11,5.61,4.39,超模,SPELL无身材-公式不适用
wood_thorns,古木圣地,荆棘,SPELL,1,1,0,0,4.5,0,3.46,3.46,1.04,正常,SPELL无身材-公式不适用
wood_thorns_v2,古木圣地,荆棘·老兵,SPELL,2,2,0,0,8,0,2.69,3.69,4.31,超模,SPELL无身材-公式不适用
wood_thorns_v3,古木圣地,荆棘·精英,SPELL,5,3,0,0,10,0,5.3,7.3,2.7,超模,SPELL无身材-公式不适用
wood_bind,古木圣地,束缚,SPELL,0,0,0,0,3,0,4.55,4.55,-1.55,亏模,SPELL无身材-公式不适用
wood_bind_v2,古木圣地,束缚·老兵,SPELL,3,2,0,0,8,0,3.74,4.74,3.26,超模,SPELL无身材-公式不适用
wood_bind_v3,古木圣地,束缚·精英,SPELL,4,2,0,0,4,0,5.11,7.11,-3.11,亏模,SPELL无身材-公式不适用
wood_scry,古木圣地,占卜,SPELL,1,1,0,0,4.5,0,3.46,3.46,1.04,正常,SPELL无身材-公式不适用
wood_scry_v2,古木圣地,占卜·老兵,SPELL,2,2,0,0,6,0,2.69,3.69,2.31,超模,SPELL无身材-公式不适用
wood_scry_v3,古木圣地,占卜·精英,SPELL,5,1,0,0,8,0,8.3,10.3,-2.3,亏模,SPELL无身材-公式不适用
wood_spring,古木圣地,泉水,SPELL,0,0,0,0,4.5,2,4.55,2.05,2.45,超模,SPELL无身材-公式不适用
wood_spring_v2,古木圣地,泉水·老兵,SPELL,3,0,0,0,8,2,6.74,5.24,2.76,超模,SPELL无身材-公式不适用
wood_spring_v3,古木圣地,泉水·精英,SPELL,4,0,0,0,6,2,8.11,7.61,-1.61,亏模,SPELL无身材-公式不适用
wood_circle,古木圣地,法阵,SPELL,1,0,0,0,4.5,4,4.96,0.46,4.04,超模,SPELL无身材-公式不适用
wood_circle_v2,古木圣地,法阵·老兵,SPELL,2,0,0,0,8,4,5.69,2.19,5.81,超模,SPELL无身材-公式不适用
wood_circle_v3,古木圣地,法阵·精英,SPELL,5,0,0,0,4.5,4,9.8,7.3,-2.8,亏模,SPELL无身材-公式不适用
wood_ward,古木圣地,屏障,AMBUSH,0,0,0,0,0,0,4.55,4.55,-4.55,亏模,AMBUSH无身材-公式不适用
wood_ward_v2,古木圣地,屏障·老兵,AMBUSH,3,2,0,0,0,0,3.74,4.74,-4.74,亏模,AMBUSH无身材-公式不适用
wood_ward_v3,古木圣地,屏障·精英,AMBUSH,4,2,0,0,0,0,5.11,7.11,-7.11,亏模,AMBUSH无身材-公式不适用
wood_snare,古木圣地,捕网,AMBUSH,1,1,0,0,0,0,3.46,3.46,-3.46,亏模,AMBUSH无身材-公式不适用
wood_snare_v2,古木圣地,捕网·老兵,AMBUSH,2,2,0,0,0,0,2.69,3.69,-3.69,亏模,AMBUSH无身材-公式不适用
wood_snare_v3,古木圣地,捕网·精英,AMBUSH,5,1,0,0,0,0,8.3,10.3,-10.3,亏模,AMBUSH无身材-公式不适用
wood_pact,古木圣地,自然契约,PUNISH,1,0,0,0,0,0,4.96,4.96,-4.96,亏模,PUNISH不从主动出-公式不适用
wood_pact_v2,古木圣地,自然契约·老兵,PUNISH,3,2,0,0,0,0,3.74,4.74,-4.74,亏模,PUNISH不从主动出-公式不适用
wood_pact_v3,古木圣地,自然契约·精英,PUNISH,4,0,0,0,0,0,8.11,10.11,-10.11,亏模,PUNISH不从主动出-公式不适用
wood_price,古木圣地,代价,PUNISH,1,1,0,0,0,0,3.46,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
wood_price_v2,古木圣地,代价·老兵,PUNISH,2,2,0,0,0,0,2.69,3.69,-3.69,亏模,PUNISH不从主动出-公式不适用
wood_price_v3,古木圣地,代价·精英,PUNISH,5,3,0,0,0,0,5.3,7.3,-7.3,亏模,PUNISH不从主动出-公式不适用
neutral_mercenary,无阵营,雇佣剑士,MINION,0,1,3,0,0,0,3.05,3.05,-0.05,正常,对账口径(生成器预算)
neutral_mercenary_v2,无阵营,雇佣剑士·老兵,MINION,0,0,5,0,1,0,4.55,5.55,0.45,正常,对账口径(生成器预算)
neutral_heal,无阵营,治疗,SPELL,0,1,0,0,1,0,3.05,3.05,-2.05,亏模,SPELL无身材-公式不适用
neutral_mercenary_v3,无阵营,雇佣剑士·精英,MINION,0,0,3,0,3,0,4.55,6.55,-0.55,正常,对账口径(生成器预算)
neutral_trap,无阵营,陷阱,AMBUSH,0,1,0,0,0,0,3.05,3.05,-3.05,亏模,AMBUSH无身材-公式不适用
neutral_heal_v2,无阵营,治疗·老兵,SPELL,0,0,0,0,4,0,4.55,5.55,-1.55,亏模,SPELL无身材-公式不适用
neutral_backlash,无阵营,反噬,PUNISH,1,1,0,0,0,0,3.46,3.46,-3.46,亏模,PUNISH不从主动出-公式不适用
neutral_knight,无阵营,骑士,MINION,0,0,5,0,0,0,4.55,4.55,0.45,正常,对账口径(生成器预算)
neutral_heal_v3,无阵营,治疗·精英,SPELL,0,1,0,0,2,0,3.05,5.05,-3.05,亏模,SPELL无身材-公式不适用
neutral_knight_v2,无阵营,骑士·老兵,MINION,0,0,5,-1,2,0,4.55,5.55,0.45,正常,对账口径(生成器预算)
neutral_knight_v3,无阵营,骑士·精英,MINION,0,1,5,0,0,0,3.05,5.05,-0.05,正常,对账口径(生成器预算)
neutral_scout,无阵营,斥候,MINION,0,0,3,0,0,1,4.55,2.55,0.45,正常,对账口径(生成器预算)
neutral_scout_v2,无阵营,斥候·老兵,MINION,1,0,4,0,0,1,4.96,3.96,0.04,正常,对账口径(生成器预算)
neutral_draw,无阵营,抽牌,SPELL,1,0,0,0,1,0,4.96,4.96,-3.96,亏模,SPELL无身材-公式不适用
neutral_scout_v3,无阵营,斥候·精英,MINION,1,0,2,0,2,1,4.96,4.96,-0.96,正常,对账口径(生成器预算)
neutral_mage,无阵营,法师,MINION,1,1,3,0,0,0,3.46,3.46,-0.46,正常,对账口径(生成器预算)
neutral_mage_v2,无阵营,法师·老兵,MINION,1,0,4,0,2,0,4.96,5.96,0.04,正常,对账口径(生成器预算)
neutral_draw_v2,无阵营,抽牌·老兵,SPELL,1,0,0,0,2.5,0,4.96,5.96,-3.46,亏模,SPELL无身材-公式不适用
neutral_mage_v3,无阵营,法师·精英,MINION,1,1,3,0,2,0,3.46,5.46,-0.46,正常,对账口径(生成器预算)
neutral_trap_v2,无阵营,陷阱·老兵,AMBUSH,1,0,0,0,0,0,4.96,5.96,-5.96,亏模,AMBUSH无身材-公式不适用
neutral_draw_v3,无阵营,抽牌·精英,SPELL,1,0,0,0,4,0,4.96,6.96,-2.96,亏模,SPELL无身材-公式不适用
neutral_backlash_v2,无阵营,反噬·老兵,PUNISH,1,1,0,0,0,0,3.46,4.46,-4.46,亏模,PUNISH不从主动出-公式不适用
neutral_thief,无阵营,盗贼,MINION,1,0,5,0,0,0,4.96,4.96,0.04,正常,对账口径(生成器预算)
neutral_strike,无阵营,打击,SPELL,1,0,0,0,1,1,4.96,2.96,-1.96,亏模,SPELL无身材-公式不适用
neutral_thief_v2,无阵营,盗贼·老兵,MINION,1,1,3,0,1,0,3.46,4.46,-0.46,正常,对账口径(生成器预算)
neutral_ward,无阵营,警戒,AMBUSH,2,2,0,0,0,0,2.69,2.69,-2.69,亏模,AMBUSH无身材-公式不适用
neutral_strike_v2,无阵营,打击·老兵,SPELL,2,0,0,0,2,1,5.69,4.69,-2.69,亏模,SPELL无身材-公式不适用
neutral_woe,无阵营,灾祸,PUNISH,2,1,0,0,0,0,4.19,4.19,-4.19,亏模,PUNISH不从主动出-公式不适用
neutral_thief_v3,无阵营,盗贼·精英,MINION,2,2,5,0,0,0,2.69,4.69,0.31,正常,对账口径(生成器预算)
neutral_strike_v3,无阵营,打击·精英,SPELL,2,0,0,0,2,1,5.69,5.69,-3.69,亏模,SPELL无身材-公式不适用
neutral_cleric,无阵营,牧师,MINION,2,1,3,0,1,0,4.19,4.19,-0.19,正常,对账口径(生成器预算)
neutral_cleric_v2,无阵营,牧师·老兵,MINION,2,2,4,0,0,0,2.69,3.69,0.31,正常,对账口径(生成器预算)
neutral_cleric_v3,无阵营,牧师·精英,MINION,2,0,3,0,6,0,5.69,7.69,1.31,正常,对账口径(生成器预算)
neutral_shield,无阵营,护盾,SPELL,2,1,0,0,2.5,0,4.19,4.19,-1.69,亏模,SPELL无身材-公式不适用
neutral_ranger,无阵营,游侠,MINION,2,2,3,0,0,0,2.69,2.69,0.31,正常,对账口径(生成器预算)
neutral_ward_v2,无阵营,警戒·老兵,AMBUSH,2,0,0,0,0,0,5.69,6.69,-6.69,亏模,AMBUSH无身材-公式不适用
neutral_shield_v2,无阵营,护盾·老兵,SPELL,2,1,0,0,2,0,4.19,5.19,-3.19,亏模,SPELL无身材-公式不适用
neutral_woe_v2,无阵营,灾祸·老兵,PUNISH,2,2,0,0,0,0,2.69,3.69,-3.69,亏模,PUNISH不从主动出-公式不适用
neutral_ranger_v2,无阵营,游侠·老兵,MINION,2,0,7,0,0,0,5.69,6.69,0.31,正常,对账口径(生成器预算)
neutral_ranger_v3,无阵营,游侠·精英,MINION,3,1,3,0,4,0,5.24,7.24,-0.24,正常,对账口径(生成器预算)
neutral_shield_v3,无阵营,护盾·精英,SPELL,3,2,0,0,2.5,0,3.74,5.74,-3.24,亏模,SPELL无身材-公式不适用
neutral_assassin,无阵营,刺客,MINION,3,0,3,0,1,1,6.74,4.74,-0.74,正常,对账口径(生成器预算)
neutral_ambush,无阵营,伏击,AMBUSH,3,1,0,0,0,1,5.24,3.24,-3.24,亏模,AMBUSH无身材-公式不适用
neutral_banish,无阵营,驱逐,SPELL,3,2,0,0,2,0,3.74,3.74,-1.74,亏模,SPELL无身材-公式不适用
neutral_doom,无阵营,厄运,PUNISH,3,0,0,0,0,1,6.74,4.74,-4.74,亏模,PUNISH不从主动出-公式不适用
neutral_assassin_v2,无阵营,刺客·老兵,MINION,3,1,2,0,2,1,5.24,4.24,-0.24,正常,对账口径(生成器预算)
neutral_banish_v2,无阵营,驱逐·老兵,SPELL,3,2,0,0,3,0,3.74,4.74,-1.74,亏模,SPELL无身材-公式不适用
neutral_assassin_v3,无阵营,刺客·精英,MINION,3,0,4,0,2,1,6.74,6.74,-0.74,正常,对账口径(生成器预算)
neutral_guardian,无阵营,守卫,MINION,3,1,3,0,2,0,5.24,5.24,-0.24,正常,对账口径(生成器预算)
neutral_banish_v3,无阵营,驱逐·精英,SPELL,4,2,0,0,3,0,5.11,7.11,-4.11,亏模,SPELL无身材-公式不适用
neutral_guardian_v2,无阵营,守卫·老兵,MINION,4,3,3,0,2,0,3.61,4.61,0.39,正常,对账口径(生成器预算)
neutral_guardian_v3,无阵营,守卫·精英,MINION,4,0,8,0,2,0,8.11,10.11,-0.11,正常,对账口径(生成器预算)
neutral_spirit,无阵营,幽灵,MINION,4,1,7,0,0,0,6.61,6.61,0.39,正常,对账口径(生成器预算)
neutral_fate,无阵营,命运,SPELL,4,2,0,0,1,0,5.11,5.11,-4.11,亏模,SPELL无身材-公式不适用
neutral_spirit_v2,无阵营,幽灵·老兵,MINION,4,3,4,0,1,0,3.61,4.61,0.39,正常,对账口径(生成器预算)
neutral_ambush_v2,无阵营,伏击·老兵,AMBUSH,4,0,0,0,0,1,8.11,7.11,-7.11,亏模,AMBUSH无身材-公式不适用
neutral_fate_v2,无阵营,命运·老兵,SPELL,5,1,0,0,3,0,8.3,9.3,-6.3,亏模,SPELL无身材-公式不适用
neutral_doom_v2,无阵营,厄运·老兵,PUNISH,5,2,0,0,0,1,6.8,5.8,-5.8,亏模,PUNISH不从主动出-公式不适用
neutral_spirit_v3,无阵营,幽灵·精英,MINION,5,3,7,0,0,0,5.3,7.3,-0.3,正常,对账口径(生成器预算)
neutral_fate_v3,无阵营,命运·精英,SPELL,5,0,0,0,3,0,9.8,11.8,-8.8,亏模,SPELL无身材-公式不适用
